,GSM818563,GSM818564,GSM818565,GSM818566,GSM818567,GSM818568,GSM818569,GSM818570,GSM818571,GSM818572,GSM818573,GSM818574,GSM818575,GSM818576,GSM818577,GSM818578,GSM818579,GSM818580,GSM818581,GSM818582
SNN,0.053507765,0.014389547,0,0.03211563,0.019333555,0.038565335,0.04710093,0.03720205,0.039104895,0.058875865,0.03527869,0.019342013,0.024125438,0.03115492,0.04999593,0.11117209,0.090485675,0.05569916,0.03490309,0.011506353
KTI12,0,0.087937255,0.235105565,0.024056405,0.02594209,0.03129578,0.029255383,0.05994314,0.090485675,0.04145625,0.0317243,0.000420625,0.14200355,0.03915141,0.050939765,0.053699965,0.048785945,0.022321813,0.000734842,0
ZNF678,0,0,0.097225149,0.007953019,0.000363737,0,0,0,0.004577126,0,0.00655174,0.00136211,0.001148726,0.00161516,0,0,0,0.001455211,0.000907028,0.006208713
ACLY,0.04228225,0.027592446,0,0.038470845,0.041818535,0.016939973,0.022255989,0.009819466,0.016010798,0.010965223,0.006626843,0.020781249,0.012420779,0.029590607,0.01716286,0.03416347,0.033576255,0.025686903,0.010709072,0
OR1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGST2,0,0,0,0,0.006272334,0,0,0.017825557,0,0,0,0,0.021366301,0.008728285,0,0,0,0,0,0
MGST3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003448809,0,0,0,0,0,0
LOC100287072,0,0,0,0,0,0,0.007360501,0,0,0,0,0,0.001318371,0.00031447,0,0,0,0,0,0
GMDS,0,0,0,0,0,0,0.018675524,0.006638915,0.006133044,0,0,0.013691584,0,0,0.01492237,0,0,0,0.038075795,0
LSR,0.9204767,0.7446259,0,0.7151884,0.38354175,0.4289612,1.2104689,0.2565066,0.35806095,0.29447493,0.41350885,0.41350885,0.29737067,0.097999202,0.4715597,0.62887885,0.4086979,0.3440337,0.3760631,0.54923005
LSS,0,0,0,0,0,0.000437886,0.007043859,0,0,0,0,0,0,0,0,0,0,0,0.001085711,0
C9orf135,0.079293905,0.063606475,0,0.14400052,0.027119962,0.036273325,0.212599815,0.107089158,0.138530125,0.072315355,0.194878955,0.23927007,0.22506393,0.113465205,0.262521985,0.107303185,0.10364061,0.15590021,0.012040108,0.371623
PRSS55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009420947,0
PRSS54,0,0.023964615,0,0.022439102,0.008404976,0.021600548,0.01492237,0.4865629,0.6542485,0.3382421,0.66639335,0.10225797,0.29776363,0.012047529,0.287624755,0.24642881,0.20571222,0.3567154,0.009109578,0.086286075
PRSS57,0.061959205,0.042368783,0,0.067591895,0.007653498,0,0,0.021176356,0.034868845,0.023381233,0.023348119,0.020583324,0.038783305,0.00465147,0.020604762,0.03132934,0.018755734,0,0.018511336,0.045990945
PRSS56,0,0,0,0,0,0.004495993,0,0.003780748,0.009522817,0,0,0,0,0,0.01807385,0,0,0.007722058,0.007249749,0
PRSS50,0.048998393,0,0,0,0.039295565,0.020308979,0,0.05529601,0.017371057,0,0,0.022617352,0.03785706,0,0,0,0.02810209,0.013855717,0.041272535,0
PRSS53,0.0339983,0.021547973,0,0.035342825,0.034548595,0.03219128,0.03599925,0.029378221,0.004829501,0.015316146,0.04819678,0.041797195,0.011187057,0.007349593,0.011003278,0,0.028688846,0,0,0.009878437
MPV17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004415352,0
PRSS58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIN28A,0.03276051,0.071043135,0.33683335,0.048096565,0.130010505,0.0408069,0.018540772,0.138372725,0.12499236,0.128258665,0.119243585,0.04377436,0.05644435,0.009775806,0.057602785,0.086827165,0.032413765,0.117091245,0.04428793,0.040996185
SNRPB2,0,0,0,0,0.000344964,0,0.017154915,0,0,0,0,0,0,0,0,0,0,0,0,0
PISD,0,0,0,0,0.021011344,0.00830137,0,0,0.004937102,0.007175729,0.009368651,0,0.007857893,0.000382239,0,0.00479678,0,0.003599158,0.018952419,0.03828909
TMEM198B,0,0,0.119144565,0,0.011060725,0.007388267,0,0.002519157,0.003074041,0.006488174,0.00867311,0.003099934,0,0.00432459,0,0.013923755,0,0.005796446,0.010841059,0.006372496
MIR5692C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5692C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOPAZ1,0,0,0,0,1.44E-05,0,0,0,0,0,0,0,0.000719402,0,0,0,0,0.002098028,0,0
VAPB,0,0,0,0,0.003945442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAPA,0.0841085,0.22304689,0,0.064755385,0.117729645,0.102998097,0.098381963,0.118200795,0.23538163,0.2005314,0.102998097,0.094789266,0.124007385,0.180898985,0.165090145,0.136618215,0.087606015,0.070824535,0.163328175,0.099442318
MAFIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM154,0,0,0,0,0.000293857,0.006564302,0,0,0,0,0,0.008295369,0.002761844,0.000679484,0,0,0,0,0.000951586,0
BPIFA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA3,0.06543218,0,0,0.039852235,0,0,0.027229466,0.03527869,0.01229969,0.012118785,0.085795235,0.023208364,0.041209375,0,0.057999735,0.033318615,0.020261727,0.020272161,0.019899709,0
BPIFA1,0.113723645,0.044016095,0,0,0,0.028198915,0,0,0.011953732,0.011800098,0,0,0.040194495,0,0,0,0,0,0,0
FOXO1,0,0,0,0,0.000127965,0.000951586,0,0,0,0,0,0,0.000545534,0.000266692,0,0.00126993,0.001501142,0,0,0
NRN1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFIH1,0,0.013578298,0,0.021508545,0.023056559,0.009326521,0.026407538,0.007080072,0.002402064,0.013430839,0.007435036,0.007360501,0.005457919,0.009601873,0,0.019021841,0,0.008854064,0.008490219,0
ACTR10,0,0,0,0,0,0,0.011227315,0.003202057,0,0,0.010191427,0.003723044,0.00392706,0,0,0,0.001861336,0.020618009,0,0
ARL11,0,0,0,0,0.00176302,0,0.007789741,0.004150237,0.007710023,0.010232928,0,0.002411968,0.002200651,0.000340407,0.007089999,0,0.008458702,0,0,0.010023089
ARL10,0.082200185,0.019635021,0,0.049304075,0.107484623,0.04450727,0.045096095,0.0304618,0.025284316,0.044685,0.017819601,0.011209277,0.013849232,0.08119415,0.029924767,0.0300828,0.030993175,0.033318615,0.060609135,0.026407538
SLFN12L,0,0,0,0.023066292,0.002425417,0.006261872,0,0.01060875,0,0.005669025,0,0,0,0.000311973,0.004741887,0,0.04016006,0,0.002550446,0
ARL15,0,0.017967705,0,0.02973609,0.02717631,0.014845895,0,0.008319425,0.028807912,0.020796077,0,0.029722697,0.042005385,0.017640822,0.015855893,0.005242136,0,0.013543844,0.006140542,0.007497592
ARL14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001579526,0
ARL16,0,0,0,0,0.005921397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC550113,0.025737841,0.016400217,0,0,0.04209739,0.03656402,0.033987808,0.023317197,0.0070786,0.018085463,0.015608897,0.006472001,0.033167483,0.04785814,0,0.014740654,0.011748051,0.03662164,0,0.029117596
LOC550112,0.015306356,0.019201149,0,0.025420756,0.010271533,0.018003422,0,0.005688323,0.011800098,0.000509113,0,0.004627483,0.002509844,0.041184865,0.012273407,0,0,0.005707665,0.002831095,0.004369891
SCP2D1,0,0,0,0,0.27566932,0.076135765,0,0.064217385,0.04565978,0.04604732,0,0.057195845,0.024543947,0,0.126061545,0,0.11322281,0.07436625,0,0
WDR45B,0,0,0,0,0.01743871,0,0,0.002937343,0,0.011546325,0.00961387,0.003485135,0.008145841,0,0,0,0,0.006484579,0,0
KIF4B,0,0,0,0,0,0,0,0,0,0,0.006534487,0.004297455,0.001784163,0.000328559,0,0,0.00161516,0,0.000965301,0.001606133
KIF4A,0,0,0,0,0,0,0,0,0,0.00152242,0,0,0,0,0,0,0,0,0,0
ANGEL2,0,0.008753299,0.097140267,0,0.000255039,0.000395743,0.004929099,0.000512441,0,0,0.004506373,0.001063095,0.000648125,0.000299067,0,0,0,0.002532898,0,0
DHRS7B,0.064517255,0.062545915,0,0.022158606,0.197487805,0.2313825,0.026987618,0.149453965,0.242290615,0.097392705,0.090532175,0.25225541,0.107146419,1.0058085,0.087552965,0.1533357,0.10777038,0.24193834,0.289508825,0.43945915
DHRS7C,0,0,0,0,0.000568538,0,0.027166989,0.005052067,0,0,0,0,0,0.008275408,0,0,0,0,0,0
MANBAL,0,0,0,0,0,0,0,0,0.009677135,0,0,0.026084521,0,0,0,0,0.015825543,0,0,0
EIF4E3,0.03189902,0.03707505,0,0.047015975,0.010242962,0.023710924,0.033812035,0.011025053,0.031711455,0.022287023,0.03113913,0.015029116,0.010127107,0.019099318,0.036988605,0.011409044,0.006537205,0.04634225,0.005520654,0.025826098
EIF4E2,0,0,0,0,0.008288974,0,0,0,0.012167652,0,0,0,0,0,0,0,0,0,0,0
GIF,0.19195871,0.11994174,0.5684708,0.026866701,0.027776025,0.03798763,0.18265131,0.06193189,0.014905446,0.06012646,0.054075805,0.039104895,0.050261375,0.002483231,0.109087085,0.030021225,0.07258975,0.04933251,0,0
WDR78,0,0,0,0,0,0,0,0,0,0,0,0,0.004995705,0,0,0,0,0,0,0
ACTR1B,0,0,0,0,0.001078945,0,0,0,0,0.000667005,0,0,0,0.000153146,0.005010081,0,0.002567551,0,0,0
ACTR1A,0.12073908,0.11801633,0.50046555,0.140345035,0.087937255,0.13384361,0.117933325,0.046174825,0.058041155,0.099809787,0.051992635,0.052989,0.088666135,0.023038716,0.080233165,0.054350475,0.08154252,0.110113315,0.03469224,0.028275682
WDR70,0,0,0,0,0,0,0,0,0.004520867,0,0,0,0,0.018389286,0.025744453,0.006343342,0.0245563,0,0,0
WDR73,0,0.010350993,0,0,0.000149275,0,0.00585187,0,0,0.000825221,0.005487867,0,0,0.000264378,0,0,0.003181704,0,0,0
WDR72,0.016621231,0,0.111892445,0,0.000631794,0.001719411,0.007839577,0.005352127,0.007643924,0.012621094,0.007194211,0,0.004337693,0.000340719,0.009107251,0.010312552,0.003044794,0.002986117,0.00584564,0.003139668
WDR75,0,0,0,0,0.000533305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001985306,0
WDR74,0.77954635,0.6542485,1.57731545,0.72142075,0.3201182,0.37238855,0.75040535,0.8467393,0.86214095,1.05738265,1.074746,0.83500185,0.87144655,0.051992635,0.97966595,0.51706575,0.72322555,0.4095769,0.258539065,0.46664175
WDR77,0,0.048399825,0.17276531,0,0.019321457,0.015617224,0.03895817,0.032269415,0.012810277,0.021587727,0.04079016,0.003788351,0.024237801,0.000914822,0.036041455,0.00545093,0.070552625,0.028149198,0.028088271,0.06082631
WDR76,0,0,0,0,0.004089961,0.008288974,0,0,0,0.000404064,0.0070786,0.004506373,0,0.002723036,0,0,0.020612559,0.008065601,0.01187058,0.020220734
MCF2,0,0,0,0,0,0,0,0.001975895,0,0,0,0,0,0,0,0,0.00238206,0,0,0
CDO1,0,0.250646155,0,0.135430675,0.203056825,0.170595025,0.13188069,0.127577385,0.30709851,0.170335245,0.218623795,0.366120925,0.20016852,4.6670465,0.3481398,0.7324708,0.3270428,0.33714565,0.57453315,0.853183
PRPF8,0.275299555,0.11146792,0,0.141562715,0.065721115,0.05561612,0.140345035,0.076503915,0.12237228,0.110260765,0.098975019,0.069018685,0.09665885,0.10830124,0.07822044,0.03620066,0.04534331,0.044121,0.03928483,0.061802535
RAPGEF4-AS1,0,0.033379945,0,0.011157656,0.0238989,0.018380632,0.04362347,0.04356207,0.04235805,0.033723045,0.02913265,0.03224033,0.038258665,0.006988138,0.019605606,0.03812732,0.013554878,0.010322347,0.04927537,0.016439175
PRPF3,0.07322117,0.19427049,0.660533,0.18997115,0.20485276,0.142885515,0.105418678,0.119007755,0.095907791,0.091376515,0.062967225,0.113168205,0.155993445,0.78810245,0.103331374,0.185039455,0.075223835,0.09091388,0.133319765,0.094448038
PRPF4,0,0,0,0,0,0,0,0.002523547,0.003080588,0,0,0,0.003099934,0.004219949,0.008328517,0.004382645,0.006075469,0,0.010857883,0.006389406
PRPF6,0,0,0,0,0.000312406,0.002462297,0,0.002299877,0.002838459,0.002540916,0,0,0,0.000504902,0.013042341,0.004132439,0,0.005442534,0.004674363,0
ZNF487P,0,0.076911635,0.236157445,0,0.02742714,0.03662164,0.03370437,0.103194564,0.062136655,0.053256555,0,0.046174825,0.05111209,0,0.025785066,0.030518275,0.04950438,0.06220626,0.011676746,0.060291415
CD177,0.029575967,0.03410917,0,0,0,0.009907627,0,0.003330938,0,0.008245039,0.010455089,0,0,0.00329936,0,0,0.007135706,0,0,0
PCF11,0,0,0.100799112,0,0.000318033,0.000799571,0.006129333,0.001023918,0.001452892,0.002559573,0.005692034,0.000954756,0.001331024,0.002143761,0,0.002457554,0.007988825,0,0.005987621,0
ZFP69,0.055721745,0.17018676,0.47093085,0.092260355,0.03682953,0.036226025,0.07164622,0.07942735,0.128617705,0.101969863,0.141674095,0.06859522,0.077434295,0.16776676,0.134547585,0.082488555,0.097329458,0.040394115,0.048166255,0.048399825
BTF3P11,0,0,0,0.06680741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFP64,0.060985905,0.028637345,0,0.026640979,0.03691828,0.0886997,0.092991287,0.033348195,0.030287945,0.023686221,0.021667218,0.054015135,0.051967335,0.08168132,0,0.04993752,0.058902785,0.061872555,0.02349544,0.04267806
PIP4K2A,0.020903052,0.013092038,0.192336125,0,0.07988334,0.025657358,0.019274673,0.050316315,0.067591895,0.05227885,0.020959793,0.118366835,0.094538555,0.129173945,0.053091465,0.08417827,0.076759555,0.071778475,0.16545186,0.11511875
ZFP62,0.08212669,0,0.143033455,0,0,0,0.05997873,0,0.019246781,0,0.024092383,0,0.025617095,0,0.04714084,0,0.014820017,0,0.0383062,0
PIP4K2C,0,0,0,0.008453922,0.000136149,0,0,0,0.00087359,0.000910888,0,0.019216472,0.000592179,0.009854389,0,0.004365782,0.007567118,0.003758052,0.002212562,0.002038927
PIP4K2B,0.017634017,0.015703597,0,0,0.03082245,0.016817551,0.006208713,0.018301735,0.001833024,0.006642937,0.00577187,0.012409022,0.009111905,0.044651,0.008205294,0.007006655,0.025118802,0.014277656,0.010977765,0.027791283
ARL14EP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC728012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031538093,0,0,0,0.01743871,0,0
EGOT,0.08099216,0,0,0,0.028047838,0.008103441,0.018479023,0.05726392,0,0.03112635,0.016358495,0.013476973,0.007813615,0.16227402,0.026311416,0.07502493,0.037898735,0.02500685,0,0.030251975
CSAD,0,0,0,0,0,0,0,0,0,0,0,0.003472212,0,0,0,0,0,0,0,0
C7orf55-LUC7L2,0.014277656,0.008606301,0,0,3.40E-08,0.000331844,0.004567407,0.000324914,0.000492321,0.000350443,0.003720174,0.000451864,0.000419143,7.97E-06,0.003900958,0.001088249,0.001323348,0.001376255,0.000720646,0.001440376
CDON,0.016312469,0,0.09768922,0.009309547,8.62E-05,0.002885402,0,0.000799571,0.001228339,0.000928555,0,0.002188579,0.001100017,0.000216861,0.006763457,0,0.002914072,0.00285908,0,0.021011344
LOC115110,0,0.019814603,0.1800934,0,0.005970964,0,0.022590899,0.003654822,0.037621295,0.018814964,0.019411173,0.021394338,0,0.023487133,0.017675582,0.03940063,0.015237209,0.015509104,0.04668979,0.008639394
DEFB116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPRM,0,0,0,0,0.00385515,0.008038089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMBT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000179326,0,0,0,0,0,0
PRKG1,0,0,0,0,0.000106973,0,0,0.000616329,0,0,0,0,0.001243416,4.77E-05,0,0,0.001527427,0.001556932,0,0
PRKG2,0,0,0,0,0.002457554,0.002164781,0.00861944,0,0.005695311,0.008536235,0.018549991,0.003142394,0.002624099,0.000428892,0.007653498,0.012033085,0,0.019465788,0,0
IGBP1P1,0,0,0,0,0,0,0,0,0,0,0,0.024213582,0,0.013349654,0,0.078348335,0,0.049047,0,0
AHCTF1P1,0.015954895,0,0,0.009127872,0.003026279,0.008323781,0.005561379,0.004237433,0.008548705,0.001515651,0.006464097,0.0076815,0.006512003,0.055203725,0.006435783,0.013053117,0.003930204,0.002752626,0.026538979,0.014359689
PMEPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALML3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALML6,0,0,0,0,0,0,0,0,0,0,0,0.038258665,0,0.016811577,0,0,0.017702494,0,0,0
CALML5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALML4,0,0.008781409,0,0,0.000931375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREM,0,0.04912818,0,0.035943,0.05594437,0.05135241,0.0550518,0.107362536,0.07545224,0.091170425,0.022123003,0.019440008,0.071469875,0.11042389,0.150014315,0.014525368,0.117250455,0.03453045,0.075579925,0.131423625
PDGFRB,38.59679,27.877785,0,25.09121,15.1439835,20.9516055,32.827305,20.4679525,11.332168,12.205399,20.4679525,15.619004,19.0941135,7.9547115,20.4679525,22.561114,17.6990405,17.6990405,19.7767365,24.23841
ANKRD13D,0,0,0,0,0.001329214,0,0,0,0,0.004210793,0,0,0,0,0,0,0,0,0,0.018984369
ANKRD13B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD13C,0,0,0,0,0.000130293,0,0,0,0,0.001183642,0,0.003063565,0,0.00056994,0,0,0.003419464,0,0.004950691,0.003818706
ANKRD13A,0.14200355,0.246211505,0.83331395,0.139398765,0.241044145,0.26502933,0.22388895,0.3865503,0.49720525,0.46856005,0.4891366,0.54923005,0.5584252,0.05726392,0.31135059,0.264742765,0.22598011,0.23927007,0.131054345,0.31775365
KIAA1467,0,0,0.12748386,0,0.0070786,0.009382169,0,0.001281655,0.004003011,0.003419464,0,0.009370657,0.003852713,0.009397007,0.012592138,0.00288008,0.013261926,0,0,0.004049868
AIDA,0,0,0,0,0,0,0,0.002407971,0.002971285,0.001073455,0,0,0,0.000290724,0,0.001440376,0.002426883,0.00239536,0.002011381,0
KIAA1462,0,0.008886372,0,0,0.000138512,0.000598241,0.004883399,0,0,0,0,0.000780029,0.000586831,0.005368235,0,0,0,0.001680139,0.001732196,0.002929576
PDGFRL,0,0,0,0,0.001977052,0,0,0.004466396,0,0,0,0,0,0,0,0,0,0,0,0
TMSB10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5010,0,175.37287,0,0,0,0,13.6059745,16.3912165,0,5.9325725,0,0,0,0,0,11.720801,0,0,0,0
MCTP1,0,0,0,0,0.000250361,0.001859195,0,0.001886248,0.00239355,0.004953334,0.007425872,0,0.002357095,0.019387602,0,0.003614562,0.004728595,0.022454305,0,0.005201746
MCTP2,0.016559814,0.026458251,0,0.016187311,0.014132016,0.021011344,0.024969649,0.014152453,0.018695149,0.027989992,0.026195391,0.022539962,0.005146999,0.022219769,0.04294056,0.017935828,0.003015096,0.008458702,0.038275895,0.009775806
LOC339568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPM3P9,0.274963375,0.24838292,0,0.3928401,0.207399115,0.37124335,0.36548915,0.227325475,0.227841415,0.301103285,0.35033685,0.23686189,0.32193995,0.032508795,0.259008395,0.4510933,0.3922421,0.31427199,0.30418069,0.212599815
SMNDC1,0.083641835,0.056953915,0.29623699,0.049911395,0.060707965,0.025510171,0.03598453,0.03948939,0.021054488,0.015306356,0.021094423,0.055137885,0.011171709,0.03584666,0.05682486,0.051129865,0.034193165,0.034884265,0.03394208,0.041925215
IER5L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100505876,0.04009734,0,0,0,0.000302234,0,0.03916475,0.014132016,0.006079983,0.015617224,0.019596007,0.008490219,0.013972129,0,0.012871161,0.004067918,0.010288752,0,0,0
PCIF1,0.08217053,0.11429252,0,0.133666335,0.059426675,0.102338078,0.119243585,0.06748306,0.067374575,0.057602785,0.04883708,0.06408525,0.086224405,0.007103444,0.0484694,0.03644625,0.062136655,0.043674485,0.050316315,0.06943396
LOC100505875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDOR1,0.03948939,0.073986395,0,0.05824894,0.014099872,0.023008484,0.024987176,0.0180429,0.012240471,0.02717631,0.03915141,0.022439102,0.016348571,0.004222761,0.025315092,0.005252086,0.003848728,0.023702816,0.006133044,0.011763484
BABAM1,0,0.03766866,0,0.028425331,0.05275679,0.032960825,0,0.05042249,0.12373519,0.056723975,0.13990692,0.028425331,0.090485675,0.128258665,0.074029705,0.04507277,0.081628415,0.014668829,0.053091465,0.03161124
SNORD88A,0,471.9332,0,187.809985,0,0,0,0,14.0482665,0,17.6990405,0,0,0,0,29.3953525,75.01055,17.1338305,0,0
SNORD88B,0,0,0,187.809985,0,0,0,0,0,0,0,0,0,0,0,29.3953525,20.9516055,31.05013,0,0
SNORD88C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRN,0.054015135,0.021879581,0.393732,0.024876288,0.005896491,0.027763484,0.04694695,0.009055525,0.013004338,0.018116766,0.01874957,0.010557696,0.009819466,0,0.00909688,0.005132908,0.014714769,0.008332716,0.002360378,0.025979065
RABL6,0,0,0,0.023436361,0.025924195,0.010731413,0,0.016898104,0.009256668,0.009019069,0,0.011040359,0,0.001912966,0,0,0,0.010460698,0,0.024618243
MIR181D,25.09121,0,0,0,0,10.193088,0,0.23186318,0,0,0,0,0,0.214481565,0,0,0,0,0,0
MIR181C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2398775,0,26.706575,0
RABL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYCN,0,0,0,0,0,0,0,0.03897965,0,0,0,0,0.04215931,0,0,0.107214034,0,0,0,0
MIR93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACRGL,0,0,0,0,0,0.006201968,0,0,0.002621977,0,0,0,0,0.03436129,0,0,0,0.009836912,0,0.023810179
MIR98,0,0,0,0,0,0,0,0,0,10.7020925,0,0,0,0,0,0,0,0,0,0
XAGE1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XAGE1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XAGE1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XAGE1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
