,GSM818563,GSM818564,GSM818565,GSM818566,GSM818567,GSM818568,GSM818569,GSM818570,GSM818571,GSM818572,GSM818573,GSM818574,GSM818575,GSM818576,GSM818577,GSM818578,GSM818579,GSM818580,GSM818581,GSM818582
SRSF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004379913
CISD2,0,0,0,0,0,0,0,0,0,0.002568887,0.005698439,0,0,0.000237001,0,0.00246111,0.003351477,0.003317457,0,0.0034584
CISD3,0,0.069712995,0,0.028263472,0.037006995,0.07755238,0.087068025,0.053892755,0.06485145,0.06769653,0.03053165,0.05149603,0.08787939,0.14177749,0.07702721,0.06568693,0.05730682,0.032284665,0.079236475,0.054996195
CISD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLNS1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000274364,0.006320218,0,0,0,0.012863463,0
LOC339593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIPARP,0,0,0,0.029294373,0,0.020094953,0.01396364,0.010337091,0,0.001992514,0.004010919,0.008697346,0.001955418,0.012584412,0,0.003548309,0,0.007764314,0.015288589,0.018651164
ZNF584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF589,0,0.014152453,0,0,0.000275996,0,0,0.00204614,0.01170646,0.002248806,0,0,0.002565074,0.03644625,0,0,0,0.009566077,0.009353428,0.001878059
ASUN,0,0.015640876,0,0,0.021722482,0.012033085,0,0.002453892,0.017346451,0,0.008504948,0.015279862,0,0.03082245,0.00821404,0.008606301,0.005647541,0.027722543,0.016280628,0.006282645
MTRF1L,0,0,0,0,0.000236675,0.005287063,0,0,0,0,0.007264879,0,0.002214328,0.015420745,0,0,0.012703023,0.008437487,0.003891779,0.005529671
ZER1,0.232642085,0.101415109,0,0.133434335,0.146694305,0.16092959,0.17551515,0.32574245,0.26136355,0.2395627,0.266329,0.25393483,0.28356552,0.26325378,0.195793945,0.3536389,0.40998405,0.39942545,0.39768485,0.24393828
PPAPDC1B,0.380443,0.39015905,0,0.272184285,0.13729884,0.15723026,0.29098739,0.102121419,0.096913222,0.13179092,0.172375375,0.084526365,0.146694305,0.0746942,0.06129712,0.19543332,0.086376085,0.12899203,0.10992754,0.126792375
PPAPDC1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025284316,0,0,0,0,0
FAM160B1,0.017562914,0.020931018,0.3922421,0.010184616,0.037033835,0.024855487,0.009504268,0.010075403,0.04866095,0.018138097,0.017774215,0.027130621,0.014684565,0.26044711,0.043509415,0.084837025,0.06301846,0.043940375,0.046663465,0.053892755
HIST2H2AA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST2H2AA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSSK6,0,0,0,0,0.020618009,0,0,0.000661666,0.000810266,0,0,0,0,0.026203564,0,0,0,0.038875925,0,0.014652555
ZNF324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSSK4,0.6187264,0.35716485,1.0413659,0.3481398,0.272919455,0.26079709,0.53122485,0.293690775,0.27139657,0.221329965,0.52292065,0.3208845,0.3201182,0.062545915,0.3765139,0.21979233,0.35806095,0.25393483,0.3415733,0.192336125
ZNF326,0,0.028198915,0.29844274,0,0.003480319,0.008846892,0,0.009450461,0.003381168,0.029194212,0,0,0.011780501,0.015245722,0,0.019706329,0,0,0.008492825,0.003244892
TSSK2,0,0,0,0,0,0.006048022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSSK3,0.050451565,0.138699718,0.49386825,0.03026779,0.144724735,0.08384042,0.05468122,0.155114195,0.187790435,0.159348075,0.034377455,0.19364023,0.07905034,0.23211985,0.029708651,0.222726265,0.118200795,0.028745063,0.175773935,0.07047336
ZNF322,0,0,0,0,2.10E-05,0,0.006792381,0.000807305,0,0,0,0,0,0,0,0.005238396,0,0.003738579,0,0.002220412
SRI,0,0,0,0,2.70E-05,0.000426222,0,0,0.000770609,0,0,0,0,0.000203287,0,0,0,0,0.001680139,0.002231393
ZNF329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRL,0.014675304,0,0,0,0,0,0.007224732,0,0,0,0,0,0,3.11E-05,0,0,0.007561618,0,0.000827595,0
SRM,0,0,0,0,0,0.010008136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR,0,0,0,0.009573934,0,0,0,0,0,0.003442979,0.010046698,0,0,0.01521077,0,0,0,0,0.001863876,0
SF3B3,0.094323951,0.090532175,0,0.074416715,0.06590553,0.099101006,0.078522435,0.07518479,0.03851946,0.03651543,0.070786765,0.05480649,0.048218305,0.066108285,0.05824894,0.06487883,0.06243214,0.05994314,0.02437779,0.06622331
SRY,0.07509017,0.093983511,0,0,0.53610295,0.4173279,0.12237228,0.39499395,0.253681655,0.3999815,0.141290955,0.14741135,0.2718868,0.04014142,0.04582852,0.05950637,0.04739886,0.14368495,0.072240185,0.25533538
EIF2AK1,0.029984253,0.018858213,0,0.017774215,0.015261772,0.016318068,0.031390315,0.043204395,0.022135399,0.044993465,0.056723975,0.0414375,0.024876288,0.005400488,0.03041113,0.018010961,0.025358575,0.04565978,0.018092041,0.012786871
EIF2AK3,0,0,0,0,0,0,0,0,0,0,0,0.000911404,0,0.000107728,0,0,0,0,0.000984736,0
EIF2AK2,0.104347841,0.14698903,0,0.14437326,0.100349679,0.220878305,0.247744735,0.06323874,0.084526365,0.07199216,0.136993035,0.094998892,0.147888995,0.203056825,0.138789398,0.105060045,0.160326455,0.06680741,0.11015449,0.1263347
EIF2AK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM136A,1.2863758,1.2415397,0,1.18614105,2.0920825,2.4268255,1.4562111,1.40335175,1.4562111,1.15835615,1.785853,2.4092175,1.67594195,1.1433142,1.43762245,1.3618185,1.8613835,1.29683905,1.8134395,2.4708925
PLAUR,0.08368994,0,0,0.028382978,0.08602548,0.131423625,0.01899545,0.062523665,0,0.031999965,0,0.034789875,0.044139445,0.050579615,0,0,0.026139386,0.05315598,0.125283095,0.03149818
SLCO1B1,0,0,0,0,0,0,0.006022053,0,0,0,0,0,0,0,0.005132908,0,0,0,0.00194411,0
SLCO1B3,0,0,0,0,0.000328318,0.000573473,0,0.00065227,0,0,0,0,0,0,0.004492753,0,0,0,0,0.001708864
SLCO1B7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOX,0,0,0,0,0,0.001249618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMM17B,0,0,0,0,0.009469363,0.01519728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMM17A,0,0,0,0,0.002906075,0,0,0,0,0,0,0,0,0,0,0.008288974,0,0,0,0
PIGA,0,0,0,0.015092237,0.011441949,0.008453922,0,0,0,0,0,0,0.000562441,0,0,0,0,0.004648454,0,0
PIGB,0,0,0,0,0.001208292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGC,0,0,0,0,0,0,0,0,0,0,0.02973609,0,0,0,0,0,0,0,0,0
PIGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGG,0.096412146,0.096719111,0,0.099335527,0.110324965,0.19249524,0.088666135,0.06568693,0.050939765,0.050644655,0.041330895,0.043494405,0.08557155,0.152902135,0.0843383,0.070005895,0.04088662,0.060219935,0.05738506,0.06992237
PIGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGL,0,0.03834462,0,0.025129473,0.03309019,0.011540904,0,0.029173355,0.03073124,0.0313445,0.011971698,0.045788755,0.003309099,0.054411645,0.018887993,0.015288589,0.08487382,0.034566015,0.078091515,0.106961979
PIGM,0,0,0,0,0.003351477,0,0,0,0,0.003815342,0.006646922,0.006048022,0,0.002291462,0.006600425,0,0,0,0,0
PIGN,0,0,0,0.0167717,0.000164824,0.012131016,0,0.004925833,0,0.001636749,0,0,0,0.000818326,0.006310699,0.001632703,0,0.006623037,0,0.003987455
PIGO,0.03225008,0.062861175,0,0.101700391,0.093251614,0.13929846,0.0984542,0.08906933,0.057089845,0.077853395,0.084242715,0.095623907,0.103424941,0.052636105,0.099525431,0.15961022,0.110472015,0.11526949,0.15818288,0.08672826
TMEM194A,0,0,0.103138457,0,0,0,0,0.000683242,0,0,0,0,0,0,0,0,0,0,0,0
PIGQ,0.024876288,0.051992635,0,0.087068025,0.09704884,0.094323951,0.095907791,0.11201991,0.0738417,0.092886411,0.05738506,0.057089845,0.11129343,0.062523665,0.125697075,0.093376786,0.051585625,0.079187245,0.05788654,0.06340793
PIGR,0.04264376,0.03584666,0.3460931,0.03884083,0.0538318,0.041330895,0.060676675,0.08717673,0.046228575,0.050609405,0.043256125,0.09265107,0.03208189,0.23538163,0.071778475,0.08168132,0.03395763,0.04696988,0.092387515,0.07585346
PIGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGT,0,0,0,0,0,0,0,0,0,0,0,0.005158006,0,0,0,0,0,0,0.003044794,0
PIGU,0,0,0,0,0.002194767,0.013760179,0,0,0.018020956,0,0.03469224,0.010322347,0.005758279,0.04470605,0.0300828,0.007388267,0.059079925,0,0,0
PIGV,0.015737746,0,0,0,0.000838366,0.003797081,0,0.004452175,0.000674556,0,0,0,0.003676571,0.000237685,0.00916659,0,0,0,0,0
PIGW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008458702
PIGX,1.6904417,1.28295745,0,0.69693345,4.905508,3.10475,0.64146955,2.8107875,2.9122215,2.7184845,0.58186255,0.811277,1.4211956,0.40562445,0.45833865,1.20274,1.05738265,1.9775635,1.8236885,1.10750165
PIGY,0,0,0,0,0.03096207,0,0,0.007188702,0.008160256,0.007917797,0.03323958,0.051325675,0,0.06943396,0,0.04724162,0.041358173,0.027552814,0.05569916,0.03348963
PIGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM47B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003338282,0,0
BBIP1,0.05824894,0.08840553,0.44502525,0.148414485,0.044666795,0.065721115,0.147888995,0.136898305,0.10893106,0.126889575,0.3170057,0.4081473,0.23392062,0.4231712,0.6799601,0.44552745,0.23041889,0.174534325,0.219977365,0.4569245
C9orf116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB9BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUF60,0.037604995,0.024029629,0,0.022590899,0.04525137,0.029044407,0.014978906,0.011008824,0.018301735,0.017757964,0,0.038935275,0.005566181,0.074623895,0.013159472,0.050287995,0.019399095,0.009680737,0.029409717,0.08677049
PLVAP,4.447062,2.8107875,0,2.1507005,5.8730085,4.7775845,2.291943,5.31038,4.95313,4.176454,4.95313,4.905508,5.2686305,2.609637,4.447062,6.727372,5.9971235,6.727372,7.767785,6.8702155
MIR4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4513,0,0,0,0,0,0,0,0,0,20.1223445,0,0,0,0,0,0,29.3953525,0,187.809985,0
MIR4515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4517,0,0,0,0,0,0,824.97865,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4518,0,0,0,0,119.57566,0,0,0,0,0,0,0,0,0,0,0,35.7575125,78.44911,0,0
NTRK1,0.117933325,0.153857185,1.36830805,0.289215295,0.219977365,0.166611045,0.155114195,0.3382421,0.3389912,0.30080848,0.43175225,0.277688795,0.265385275,0.051090255,0.31314681,0.4124069,0.4389263,0.214122315,0.37238855,0.49243975
NTRK2,0.79665465,0.80635215,0,0.97331815,0.60817705,0.9896174,0.97331815,0.44112475,0.58425625,0.5063476,0.8096139,1.02089765,0.6249263,0.22249129,0.82781795,0.4065878,0.62176115,0.6314712,0.47753345,0.82922515
NTRK3,0.024725952,0,0,0.029708651,0.013863689,0.001411521,0,0.019312312,0.029393136,0.006710377,0.011209277,0.027472794,0.011486631,0.095246115,0.015780467,0.05682486,0.050401655,0.04128801,0.04573238,0.03697436
SAP18,0.093149029,0.093040229,0.48312655,0.0180429,0.69000775,0.26044711,0.040859935,0.142337255,0.4227144,0.17803478,0.20680084,0.50885255,0.209096575,5.023182,0.18979876,0.4734679,0.81680335,0.65786365,1.7027471,1.0146557
CHST12,0,0,0,0,0.006537205,0.004694596,0,0.005523347,0,0.004269438,0,0,0,4.49E-05,0,0,0.024798993,0.016263419,0,0
COL19A1,0,0,0,0,0,0,0,0,0,0.001525581,0,0.002048094,0,0,0,0.003011985,0,0,0,0
MIR451A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKRF,0,0,0,0,0.000288809,0.010614934,0,0.002143761,0,0,0,0.002746829,0.006144387,8.43E-05,0,0.012293397,0,0,0.009515207,0
PMF1-BGLAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATG2A,0.017112256,0,0,0.008060925,0.002519157,0,0.004687689,0,0,0.004473452,0.005547856,0,0.000674556,0.000698505,0.009995178,0.002340619,0.009760655,0.005063347,0.00374817,0
ATG2B,0.05155693,0.015855893,0.3145623,0.028275682,0.01288053,0.0310919,0.06353719,0.03756097,0.016318068,0.025813632,0.017695015,0.016243649,0.025118802,0.003255859,0.017649017,0.008701224,0.009680737,0.015279862,0.002767641,0.007792614
GPR3,0,0.020506161,0.135631775,0.034072335,0.011971698,0.011456296,0,0.01330661,0.080093065,0.01981183,0.029378221,0.039794115,0.022351427,0.0438972,0,0.07713611,0.057039815,0.081251515,0.04052162,0.009292543
GPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006716919,0,0,0,0,0,0
GPR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001876292,0
GPR4,0,0,0,0,0.003112176,0,0,0,0,0,0,0.000537455,0,0,0,0,0.001621188,0,0,0.013092038
C1orf35,0.05146618,0.062747458,0.42548905,0.03078546,0.059405565,0.096212899,0.020845561,0.04999593,0.261585895,0.05477385,0.064755385,0.17895926,0.009360197,0.41295305,0.197350595,0.294068055,0.2005314,0.08787939,0.125740515,0.306555645
SWT1,0.05978221,0,0.138946735,0.020468973,0.094213246,0.04007655,0.030596245,0.055721745,0.09189004,0.050111675,0.052668155,0.025979065,0.04751344,0.289508825,0.015111756,0.0701252,0.025969027,0.06064502,0.1091703,0.020447802
PTOV1,0.3648357,0.096779611,0,0.116093615,0.060460395,0.41038365,0.274092725,0.081996625,0.05824894,0.10105342,0.079504385,0.081460745,0.032269415,0.004709866,0.085263895,0.039330675,0.018425928,0.037796945,0,0.08141257
LPPR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPPR4,0,0,0.094105021,0,0.001134796,0.000362548,0.008347959,0.001734242,0.000696222,0.001203239,0.003952279,0.000502691,0,0.000247362,0.004319829,0.00136211,0.002038927,0,0.001325322,0
LPPR3,0,0,0,0,0.001003063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPPR2,0,0.016740064,0,0,0.008100598,0,0,0.006499919,0.003448809,0,0,0.021962813,0.012513263,0.023506507,0.0148763,0.015500966,0.018572153,0.012640631,0.018498302,0.03845249
LPPR1,0,0,0,0,0.005474243,0.027380266,0.048489665,0.004260422,0.004060905,0.003733747,0.011291255,0.003995332,0.004168934,0.003419464,0.009841879,0.001648169,0.014344464,0.007221923,0,0.004073264
MIR149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRP63,0.026660306,0.030440665,0.3598399,0,0.13179092,0.145504185,0.019021841,0.105665021,0.100005183,0.135526305,0.062861175,0.098734067,0.14599218,0.194766415,0.1095767,0.150014315,0.082443825,0.098306172,0.152731475,0.221033965
MIR143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRKB,0,0,0,0,0,0,0,0,0.018926221,0,0,0.016077145,0,0,0,0,0,0,0.014344464,0
HNF4G,0,0,0,0,0,0.00035519,0,0,0,0,0,0,0,2.87E-05,0,0,0,0,0,0
HNF4A,0,0,0,0,2.87E-05,0,0,0.000358238,0,0,0,0,0,0,0,0,0.001494384,0.001534738,0,0
METTL21C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLX,0,0.034789875,0,0.018003422,0.065945205,0.027532871,0.011748051,0.046072415,0.07699635,0.013037404,0.042379515,0.06786425,0.045689145,0.143385005,0.009891438,0.0371625,0.105665021,0.080854505,0.17358929,0.054505625
HELLS,0,0,0,0,0,0,0.016565466,0,0.006255959,0.002545378,0.004024894,0.005706231,0,0.003876464,0,0.008263058,0,0,0.004682618,0
AKAP17A,0,0.076390085,0.093738153,0.10893106,0,0,0,0.024709338,0.012018597,0.125283095,0.015627704,0.0673444,0.004487821,0.03722407,0,0.0317367,0,0.012683814,0.003649012,0.070285865
PDILT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100507254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100507250,0,0,0,0,0,0,0,0,0,0,0,0,0.006204399,0,0,0,0,0,0,0.024735233
ISM1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDHD1,0.034193165,0.072716585,0,0.050195675,0.04460765,0.039670465,0.066347855,0.053655495,0.021289523,0.015476815,0.04014142,0.04687804,0.029690712,0.019689575,0.019465788,0,0.017044133,0.035123405,0.01683224,0.020512198
TMA7,0,0,0,0,0,0,0,0,0.096125748,0,0.07750988,0,0,0,0,0,0.071469875,0,0,0
HDHD3,0.039104895,0,0,0,0.002621977,0,0.041818535,0.017089448,0.012516348,0,0,0,0.006260061,0.027903326,0.02226656,0,0.020583324,0.020494544,0,0.011848666
TALDO1,0,0,0.17537612,0,0.015587318,0.046097765,0,0.03537526,0.080662643,0.057039815,0,0.065549205,0.022141281,0.04289981,0.03163878,0,0.015045689,0.015384039,0,0.075910103
MBL2,0,0,0,0,0,0,0.008178716,0,0,0,0,0,0,0,0.007284541,0,0,0,0.000925487,0
SNORD21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEB3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD22,0,0,34.67521,0,30.01698,0,0,0,0,13.8566555,8.549754,19.7767365,0,0,12.3814735,0,0,0,0,0
SNORD25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD26,0,0,0,0,1721.0444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD28,0,0,0,0,0,0,0,364.62095,610.6975,471.9332,610.6975,824.97865,1721.0444,471.9332,1721.0444,267.42355,1721.0444,824.97865,267.42355,267.42355
MLH3,0,0.05878866,0.18706109,0.03054323,0.017507256,0.03389015,0.018580603,0.030905235,0.017477443,0.01060875,0.015645554,0.017695015,0.012001891,0.04714084,0.035077605,0.03336525,0.030225955,0.009854389,0.015564056,0.019084559
CRY1,0,0,0,0,0,0.014645199,0,0.000387615,0,0,0,0,0,0.000434755,0,0.001448778,0,0.005106719,0.002494773,0
CRY2,13.6059745,1.928976,1.3897701,0.58186255,0.62314415,0.32574245,0.183746085,0.140345035,0.08632809,0.043474025,0.09265107,0.08316015,0.06690231,0.09063994,0.058186265,0.52292065,0.3261197,0.3494574,1.25166315,0.764281
ZNF517,0.029902529,0,0,0.06705456,0.020014136,0.027207477,0.011656122,0.011718954,0.049350345,0.027058721,0.04202326,0.02015137,0.05591487,0.032836595,0.023538268,0.044069305,0.021970949,0,0.029242238,0
LOC100128787,0,0,0,0,0.04338492,0,0,0.014632798,0.03260289,0,0,0.014023667,0,0,0,0,0,0.026845889,0,0
MIR222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRLHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOL9,0.085795235,0.067374575,0.4208201,0.088523915,0.030287945,0.042379515,0.04289981,0.026538979,0.020094953,0.03598453,0.050155005,0.023317197,0.042121325,0.001698272,0.03621021,0.019858508,0.04240407,0.03078546,0.020982547,0.016692929
TGIF2-C20orf24,0,0,0,0.036580045,0.007218936,0.01252451,0,0,0.01098427,0.022351427,0,0,0,0,0,0,0,0.001402515,0,0
BRWD1-IT2,0,0,0,0,0,0.013574503,0,0.021994156,0.0484694,0.011684273,0.023999411,0.010362946,0,0,0,0,0,0,0,0
WEE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214564,0.018532119,0,0,0,0.001676919,0
WEE1,0.023104164,0.034836645,0,0.01328447,0.022399357,0.006208713,0.015306356,0.008035239,0.008929328,0.016142162,0,0.002699475,0.013863689,0.004237433,0,0.003971882,0.005063347,0.014764136,0.001303415,0
AAED1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004164073,0,0
AKAP4,0,0,0,0,0,0,0,0,0.003193728,0,0,0,0,0.004064587,0,0,0,0.005904189,0,0
AKAP5,0.5383287,0.72687805,2.7952765,0.73441005,0.13188069,0.243366875,0.56297965,0.120577335,0.111892445,0.138946735,0.19719271,0.143033455,0.185039455,0.020831426,0.3386102,0.159887195,0.13587994,0.089974195,0.059753645,0.0547474
AKAP6,0,0.009644919,0.096269405,0.012718628,0.00481713,0.000930855,0,0.000689847,0.003275118,0.002038927,0,0,0.007521643,0.00036637,0,0.001264136,0.002617317,0.005197763,0.004043823,0.005178043
AKAP7,0.024809097,0.04710093,0,0,0.054573985,0.03470878,0.011139352,0.014965208,0.035943,0.025315092,0.053892755,0.021498198,0.0236256,0.08810826,0.041184865,0.05285242,0.0687591,0.013658246,0.047324095,0.09208806
AKAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP2,0,0,0,0,0.000104754,0,0,0.000339693,0,0,0,0,0,7.52E-08,0.004624238,0,0.00205936,0,0.001538506,0.002418991
AKAP3,0.024191413,0.015446348,0.32117445,0.025207191,0.028333098,0.020676801,0.03129578,0.018123806,0.023515409,0.019966155,0.020459976,0.014992271,0.02266658,0.006075469,0.04358245,0.018313484,0,0.010935251,0,0.019589892
EIF2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP8,0,0,0,0.012875845,0.004995705,0.00192432,0,0,0.002446806,0,0,0.000720646,0.005544195,0.01398042,0,0.003665781,0.004798788,0,0.008648528,0
AKAP9,0,0.009465151,0,0,0.000131308,0.003230164,0.00655174,0.001447311,0.003407685,0.001724216,0.005557955,0.001600398,0.001281655,0.01004112,0.006608536,0.002342339,0.002540916,0,0.002544499,0.003349259
EIF2A,0,0,0,0,0,0,0,0,0,0.001863876,0,0.002318731,0,0.002789509,0,0,0,0,0,0
TUBE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283194,0,0,0,0,0,0,0,0,0,0,0,0,0.003641266,0,0,0,0,0,0,0
KLHL34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003483003,0,0
KLHL35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMFBP1,0.091170425,0.09969367,0,0.094599221,0.072466785,0.090294495,0.106866204,0.086827165,0.068168305,0.046900625,0.111892445,0.089820745,0.06972793,0.06301846,0.08343115,0.065721115,0.071250365,0.110554355,0.063783495,0.14378963
OVGP1,0,0,0.275299555,0.03237628,0.001111356,0,0.022304437,0.007997747,0.009101247,0,0,0,0,0,0,0.012367517,0,0,0,0
CWC25,0.056344765,0.008846892,0,0.014037805,0.01004112,0.002654952,0,0.00545093,0.000901711,0.006055738,0.008205294,0.006901068,0.003738579,0.002641955,0,0.050171915,0.002488721,0.011252849,0.027582786,0.022310941
CETN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CETN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CETN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC4S,0.17991159,1.2335209,0,3.4920845,1.2299218,1.90683,5.149961,3.425024,4.256435,3.334695,5.059396,7.767785,4.711783,4.905508,11.720801,3.252535,2.667249,2.8978495,3.7816575,6.3065545
PCLO,0,0,0,0,0,0,0,0.000564576,0,0.000659341,0,0,0.00077146,0,0,0,0,0.002216842,0.000798501,0
UCK1,0,0,0,0,0,0.018498302,0,0,0.001265404,0.000600507,0,0.002293099,0.000605566,0.00014925,0,0.001356539,0,0,0,0
UCK2,0,0,0,0,0,0.001028274,0,0,0,0,0,0,0,6.43E-05,0,0,0,0,0,0
PHRF1,0.168524765,0.097904047,0.57279055,0.103731345,0.063500115,0.100349679,0.1804008,0.21979233,0.149910555,0.25442609,0.219532515,0.133319765,0.159348075,0.046617655,0.14427938,0.0913296,0.10948485,0.100799112,0.06647099,0.06830611
FSIP2,0,0,0,0.008437487,6.43E-05,0.000579045,0,0.000674556,0,0.000793598,0.004437052,0.001772542,0.000711296,1.46E-05,0,0,0,0.002526499,0.002849759,0.005075411
FSIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC8,0.093738153,0.04565978,0.32538635,0.05711553,0.109841765,0.03796068,0.05252485,0.069018685,0.121886175,0.069516435,0.122610285,0.070247325,0.013349654,0.5319995,0.100905247,0.11146792,0.126508055,0.18458902,0.269657295,0.088926225
DNAJC9,0,0,0,0,0,0,0,0.006685893,0,0,0,0,0,0,0,0,0,0,0,0
